day,date,TA,TB,tdiff,Dept_A,Dept_B,Dest_A,Dest_B,FB_pc,cruise_pc,Distance,dev,FB_solo,FB_form,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,lon5,lat5,lon6,lat6
Mon,010905,0905,0900,28.3907,MXP,LJU,EDI,STN,1.0814,38.181,1342.68,51.8449,7899.0321,7813.6088,8.7281,45.6306,14.4576,46.2237,7.4599,47.939,2.5411,51.2727,-3.3725,55.95,0.235,51.885
Mon,011905,1905,1935,37.8555,PRG,SXF,CDG,LYS,0.14433,17.532,920.187,26.828,5775.1855,5766.8504,14.26,50.1008,13.5225,52.38,10.6929,50.0879,8.7162,49.3998,2.5478,49.0097,5.0811,45.7256
Mon,010430,0430,0420,10,BSL,BSL,BRU,AMS,3.4925,75.7661,1871.1832,1.0659,10768.3678,10392.2835,5.7417,34.8017,5.7417,34.8017,5.6305,36.592,4.642,49.3216,4.4844,50.9014,4.7639,52.3086
Mon,010415,0415,0405,10,MXP,MXP,CMN,RAK,3.7346,76.9948,2041.4931,10.7038,11625.6622,11191.4915,8.7281,45.6306,8.7281,45.6306,6.7683,44.4915,-6.3349,34.5601,-7.59,33.3675,-8.0363,31.6069
Mon,010805,0805,0805,19.737,CMN,RAK,MXP,MXP,4.6425,77.2889,2039.8043,7.3263,11625.6622,11085.9461,-7.59,33.3675,-8.0363,31.6069,-5.8524,34.4374,6.9973,44.6232,8.7281,45.6306,8.7281,45.6306
Mon,010400,0400,0400,22.2177,LYS,CDG,RAK,CMN,3.9216,64.431,1970.283,75.4567,11089.0519,10654.1838,5.0811,45.7256,2.5478,49.0097,1.3718,44.3573,-6.6362,34.7391,-8.0363,31.6069,-7.59,33.3675
Mon,010810,0810,0750,42.1334,RAK,CMN,LYS,CDG,2.984,63.236,1970.1115,75.1137,11089.0519,10758.1567,-8.0363,31.6069,-7.59,33.3675,-6.5085,34.9207,1.3619,44.3585,5.0811,45.7256,2.5478,49.0097
Mon,011230,1230,1255,25,LIS,LIS,GVA,LYS,1.9691,70.708,1447.3149,0.24858,8574.7162,8405.8732,-9.1359,38.7813,-9.1359,38.7813,-7.2971,39.8724,3.1146,44.954,6.109,46.2381,5.0811,45.7256
Mon,011910,1910,1945,23.8534,GVA,LYS,LIS,LIS,3.0825,70.7085,1447.303,0.22473,8574.7162,8310.4048,6.109,46.2381,5.0811,45.7256,2.8582,44.8493,-7.5151,39.7463,-9.1359,38.7813,-9.1359,38.7813
Mon,011715,1715,1700,15,BSL,BSL,AMS,DUS,2.9996,76.595,1905.9412,28.4489,10877.4988,10551.2197,5.7417,34.8017,5.7417,34.8017,5.8296,36.5928,6.6402,49.7085,4.7639,52.3086,6.7668,51.2895
Mon,011915,1915,1840,46.95,AMS,DUS,BSL,BSL,4.1654,77.4258,1901.0091,18.5848,10877.4988,10424.4048,4.7639,52.3086,6.7668,51.2895,5.6975,49.6212,5.7726,36.3844,5.7417,34.8017,5.7417,34.8017
Mon,011325,1325,1415,12.2777,ARN,CPH,GVA,GVA,1.6825,54.0617,1411.1809,1.3966,8384.5571,8243.483,17.9186,59.6519,12.656,55.6179,11.3026,54.0038,6.9612,47.7104,6.109,46.2381,6.109,46.2381
